,Tweeted Date,Tweet Description,Popularity Count
87,2021-05-13 00:05:31,"이세민
김백호
최종근
류유상
이고은
김예지
김미선
황재홍
신주미
임지희
김재홍
장지은
서효리
김봉선
김진수
이현수
이대찬
김재향
정지훈
QUANRENZI
김득종유지연
이진희
proper23762 https://t.co/Sag1lB94Ej",0
117,2021-05-12 08:17:51,"종덕이 선발등판 하는날은 
정지훈이 가로막는다
셔튼 선발기용은 스트렐리를 한주에
두번 안쓴다?
무튼
셔튼 야구 어떤야구인지 기대된다",0
115,2021-05-12 08:50:58,정지훈 : 나 육년전에 지은 죄라곤 성적표 조작밖에 없는데... 울 엄마가 육년전에 개 잡듯 팬 아들을 혼낸다고 이런 일을 벌일 사람은 아닌데...,0
113,2021-05-12 09:42:40,"RT @cloudjjhph_: 📣 Rain's birthday is coming up in June! We're planning on doing an event for him as always. ❤️

Please message us for more…",0
88,2021-05-12 23:54:22,RT @Kiyomi3131: #kyo301 #GoodMorning🌞🌈☕️ #コロナ #コロナ予防 #コロナに負けるな #コロナ戦争 #自粛してね🙏🙏🙏 #Rain #정지훈 #チョンジフン #rain #jungjihoon #鄭智薫 #비 #ピ #love #foll…,0
75,2021-05-13 06:34:06,"RT @Freesia_29: [기사] 2021.5.13 ‘싱어게인’ 이무진, 비 만난다…‘ #시즌비시즌 ’ 출격

✨콘텐트 누적 조회수 1억 회를 돌파👍
(출처 : 뉴스엔 | 네이버 TV연예) https://t.co/4tApOedaIQ 

#참존마스…",0
86,2021-05-13 01:41:09,"RT @SublimeArtist_: [비/잭슨]

[전지적 참견 시점 선공개] 비 &amp; 잭슨의 콜라보 뮤직비디오💗 #기은세, #하니 까지 등장?!, MBC 210313 방송
https://t.co/5IjnMUCt7G

#비 #RAIN #정지훈 #JUN…",0
22,2021-05-14 09:00:36,RT @526__MA: 엊그제고잉짱재밌었죠제일재밌는거같아 I just vote for @pledis_17 for #BBMAsTopSocial 권호시분량요정지훈이는그냥요정,0
39,2021-05-13 20:58:33,"RT @WWRC2014: #시즌비시즌#Season B Season#정지훈#비#Rain#⚠넷이 합쳐 5천만 VIEW⚠ 노래로 힙한 분들 쓸어왔습니다🥃🎵 (feat. 이무진, 윤딴딴, 최진솔, 연경이) l 시즌비시즌 e... https://t.co/pG…",0
36,2021-05-13 23:20:08,주말 정지훈 등판한다는데 우취각이구먼...,0
35,2021-05-13 23:27:47,RT @Kiyomi3131: #kyo301 #GoodMorning🌞☕️🌈 #Rain #정지훈 #チョンジフン #rain #jungjihoon #鄭智薫 #비 #ピ #雨 #love #follow #followme #home #japan #ありがとう htt…,0
34,2021-05-14 00:45:17,박수홍 미담 사이에 괴담처럼 끼어있던 LA공항 비(정지훈)씨에게... ㅋㅋㅋ https://t.co/69UseLAm9U,0
33,2021-05-14 02:54:02,"기명선
최은아권성미
이기현
박선아
조윤선
임민환
이수경
정지훈
한지연
박나리
김동훈
윤지원
윤다운
이하나
이성원
이상봉
이상혁
오우주
전효진
배소라
한지혜
한종엽
강승민
approach73731 https://t.co/mIrd3H3l2C",0
31,2021-05-14 04:30:01,"RT @sck0279: RAIN
SOLO

#비 #정지훈 #비룡 
#RAIN #JUNGJIHOON https://t.co/Yod1wtWOZx",0
30,2021-05-14 06:21:17,"RT @cloudjjhph_: &lt;Season B Season&gt; Rain’s New Vlog post is now up on his YT channel! 🥰

Link: https://t.co/D0QgXI0JPl

#비 #rain #정지훈 #jungj…",0
29,2021-05-14 06:29:41,정지훈이 나왔던 폭망한 자전거 영화 제목이??? https://t.co/h6BOrHOgPM,0
28,2021-05-14 07:21:01,정지훈 : 여기 멍멍이 없는데....... 노망인가...,0
27,2021-05-14 07:34:58,"정유민
손지선
류지영
이보라
최평화김의태
하세희
조강일
우보람
이지애
한세희
정지훈
오진선
정노아
이승희
이선주
임지혜
선현민
안제기
추교희
김희인
왕희인
정영림
박수지
search70873 https://t.co/wTCCsTqLrZ",0
26,2021-05-14 08:13:09,"물먹은 별이, 반짝, 보석처럼 백힌다.
 
밤에 홀로 유리를 닦는 것은
 
외로운 황홀한 심사이어니,
 
고흔 폐혈관(肺血管)이 찢어진 채로
 
아아, 늬는 산(山)ㅅ새처럼 날아갔구나!
-정지훈, 유리창 1",0
24,2021-05-14 08:58:00,RT @526__MA: 엊그제고잉짱재밌었죠제일재밌는거같아 I just vote for @pledis_17 for #BBMAsTopSocial 권호시분량요정지훈이는그냥요정,0
23,2021-05-14 08:59:57,RT @526__MA: 엊그제고잉짱재밌었죠제일재밌는거같아 I just vote for @pledis_17 for #BBMAsTopSocial 권호시분량요정지훈이는그냥요정,0
21,2021-05-14 09:05:56,RT @526__MA: 엊그제고잉짱재밌었죠제일재밌는거같아 I just vote for @pledis_17 for #BBMAsTopSocial 권호시분량요정지훈이는그냥요정,0
85,2021-05-13 01:41:57,"RT @SublimeArtist_: [비/잭슨]

D-1🔥
비 - MAGNETIC (Feat. 잭슨)

#비 #RAIN #정지훈 #JUNGJIHOON 
#잭슨 #JacksonWang 
#써브라임아티스트에이전시 
#SublimeArtistAgency…",0
20,2021-05-14 09:15:12,RT @526__MA: 엊그제고잉짱재밌었죠제일재밌는거같아 I just vote for @pledis_17 for #BBMAsTopSocial 권호시분량요정지훈이는그냥요정,0
19,2021-05-14 09:18:50,RT @526__MA: 엊그제고잉짱재밌었죠제일재밌는거같아 I just vote for @pledis_17 for #BBMAsTopSocial 권호시분량요정지훈이는그냥요정,0
17,2021-05-14 10:31:45,RT @526__MA: 엊그제고잉짱재밌었죠제일재밌는거같아 I just vote for @pledis_17 for #BBMAsTopSocial 권호시분량요정지훈이는그냥요정,0
15,2021-05-14 10:40:27,RT @Kiyomi3131: #kyo301 #GoodMorning🌞☕️🌈 #Rain #정지훈 #チョンジフン #rain #jungjihoon #鄭智薫 #비 #ピ #雨 #love #follow #followme #home #japan #ありがとう htt…,0
14,2021-05-14 11:32:36,"RT @cloudjjhph_: &lt;Season B Season&gt; 
Sing Again ‘Lee Moo Jin’ meets Rain! 

For tonight’s episode, they recently invited talented musicians…",0
13,2021-05-14 11:55:01,"신유진
김지은
최유진
임효진
김영랑
손세른
정찬희
조슬기
임해삼
김성회
전윤혜
박소연
송송이
조재영
김호림
이가영
차원호
정지훈
정참
장민지
서현이이대진
HSINGLIJUNG
vote80055 https://t.co/bG6eNICuDT",0
12,2021-05-14 14:02:53,"RT @MBC_entertain: [선공개] 미워할 수 없는 마성의 매력...
이게 바로 KCM의 허세다... 🔥🔥
#전지적참견시점 오늘 밤 11시 10분! 📺
#이영자 #전현무 #송은이 #양세형 #유병재
#KCM #비 #정지훈 
MBC210403방…",0
11,2021-05-14 14:03:30,"나 오늘 완전 정지훈씨 됐음
태양을 피하고싶우 ...",0
8,2021-05-14 15:00:46,"RT @cloudjjhph_: 🎶 I Think I love you 🎶

📺 Full house 

#비 #rain #정지훈 #jungjihoon #fullhouse #songhyekyo #송혜교 https://t.co/PFzofogAfj",0
7,2021-05-14 15:29:52,"RT @cloudjjhph_: 🎶 I Think I love you 🎶

📺 Full house 

#비 #rain #정지훈 #jungjihoon #fullhouse #songhyekyo #송혜교 https://t.co/PFzofogAfj",0
6,2021-05-14 15:57:38,"RT @cloudjjhph_: 🎶 I Think I love you 🎶

📺 Full house 

#비 #rain #정지훈 #jungjihoon #fullhouse #songhyekyo #송혜교 https://t.co/PFzofogAfj",0
5,2021-05-14 16:15:39,로키쨩 선발 시합은 볼뻔 했는데 정지훈 당하고...&lt;,0
2,2021-05-14 21:20:59,"정지훈 : 그나저나 저 없는 사이에 별게 다 나왔네요 U U* dlfrdjqhkdiwl
헉 나 영어 완전 잘해;;;;;;;;(감격)
정인하 : 지훈씨 영어 능력자였구나...
정지훈 : 저도 몰랐는데;;; 여기와서 이렇게 알게되네요;;;;;",0
41,2021-05-13 20:00:33,"RT @sck0279: RAIN
SOLO

#비 #정지훈 #비룡 
#RAIN #JUNGJIHOON https://t.co/Yod1wtWOZx",0
42,2021-05-13 18:17:02,"RT @sck0279: RAIN
SOLO

#비 #정지훈 #비룡 
#RAIN #JUNGJIHOON https://t.co/Yod1wtWOZx",0
43,2021-05-13 16:57:54,"RT @Freesia_29: [기사] 2021.5.13 ‘싱어게인’ 이무진, 비 만난다…‘ #시즌비시즌 ’ 출격

✨콘텐트 누적 조회수 1억 회를 돌파👍
(출처 : 뉴스엔 | 네이버 TV연예) https://t.co/4tApOedaIQ 

#참존마스…",0
